Polygon200ID,long,lat,OneMinusChi
11079,-79.926359,40.376627,0.381449155491122
11080,-79.923964,40.376627,0.3847690157240705
11081,-79.921568,40.376627,0.3886122717902568
11082,-79.919173,40.376627,0.39565226165560075
11083,-79.916777,40.376627,0.40530417362130106
11084,-79.914382,40.376627,0.4145763796392368
11085,-79.911986,40.376627,0.42421158198055703
11086,-79.909591,40.376627,0.4313511811695895
11244,-80.003016,40.378459,0.41677666800248625
11245,-80.00062,40.378459,0.416225177588283
11246,-79.998225,40.378459,0.4152759500704625
11247,-79.995829,40.378459,0.41644336717831487
11248,-79.993434,40.378459,0.4215673940179902
11250,-79.988643,40.378459,0.43148028305285635
11251,-79.986247,40.378459,0.4431366113916866
11269,-79.943128,40.378459,0.3803888407337282
11270,-79.940732,40.378459,0.38118292280964317
11271,-79.938337,40.378459,0.37835821735530045
11272,-79.935941,40.378459,0.37461959568709746
11273,-79.933546,40.378459,0.37317118410182887
11274,-79.93115,40.378459,0.3739004201811164
11275,-79.928755,40.378459,0.3755117702514702
11276,-79.926359,40.378459,0.3779256261243668
11277,-79.923964,40.378459,0.38171629014650965
11278,-79.921568,40.378459,0.38593122135820107
11279,-79.919173,40.378459,0.3936912852037934
11280,-79.916777,40.378459,0.40437414859725934
11281,-79.914382,40.378459,0.4153828666840219
11282,-79.911986,40.378459,0.42689568534098754
11444,-80.00062,40.380291,0.41695120395479923
11445,-79.998225,40.380291,0.41666038767938485
11446,-79.995829,40.380291,0.41914623060358597
11447,-79.993434,40.380291,0.4229712267367736
11448,-79.991038,40.380291,0.426578062377889
11449,-79.988643,40.380291,0.436475176146866
11450,-79.986247,40.380291,0.44979055698282655
11471,-79.935941,40.380291,0.38057779791436436
11472,-79.933546,40.380291,0.37610029765558023
11473,-79.93115,40.380291,0.3734728252240331
11474,-79.928755,40.380291,0.3743592467253391
11475,-79.926359,40.380291,0.3761015214736191
11476,-79.923964,40.380291,0.3811251535960402
11477,-79.921568,40.380291,0.38649335797047585
11478,-79.919173,40.380291,0.3955864510171501
11479,-79.916777,40.380291,0.4076034152666731
11480,-79.914382,40.380291,0.4210650765961648
11481,-79.911986,40.380291,0.4333066376108092
11639,-80.012598,40.382123,0.4294808086641563
11640,-80.010202,40.382123,0.4309597069152427
11641,-80.007807,40.382123,0.42901848245589463
11643,-80.003016,40.382123,0.4209280118011149
11644,-80.00062,40.382123,0.4198607003105399
11645,-79.998225,40.382123,0.42059751077576724
11646,-79.995829,40.382123,0.4240084974417129
11647,-79.993434,40.382123,0.4259695929757826
11648,-79.991038,40.382123,0.42901990513859
11649,-79.988643,40.382123,0.44232803235302176
11650,-79.986247,40.382123,0.4499196038690357
11651,-79.983852,40.382123,0.45607264506052114
11652,-79.981456,40.382123,0.4623267557491644
11653,-79.979061,40.382123,0.464115541985077
11654,-79.976665,40.382123,0.46577277298884123
11672,-79.933546,40.382123,0.37995022772496523
11673,-79.93115,40.382123,0.3754784941459127
11674,-79.928755,40.382123,0.37420606658494093
11675,-79.926359,40.382123,0.3749803743424348
11676,-79.923964,40.382123,0.3798069209414519
11677,-79.921568,40.382123,0.38799084253181365
11678,-79.919173,40.382123,0.39856981766830313
11679,-79.916777,40.382123,0.41208615271669397
11841,-80.012598,40.383954,0.43677273952302303
11842,-80.010202,40.383954,0.43570700631218323
11843,-80.007807,40.383954,0.43218628307368145
11844,-80.005411,40.383954,0.4303578805487609
11845,-80.003016,40.383954,0.4248693649071705
11846,-80.00062,40.383954,0.42346989490332226
11847,-79.998225,40.383954,0.4255668670518503
11848,-79.995829,40.383954,0.42713821089660325
11849,-79.993434,40.383954,0.430711588429329
11850,-79.991038,40.383954,0.4345376422495095
11851,-79.988643,40.383954,0.4465307331994599
11852,-79.986247,40.383954,0.45395692503765506
11853,-79.983852,40.383954,0.4601169973025717
11854,-79.981456,40.383954,0.4619107056580671
11855,-79.979061,40.383954,0.4618441214986137
11874,-79.933546,40.383954,0.3816041419388334
11875,-79.93115,40.383954,0.37847016145373835
11876,-79.928755,40.383954,0.37599247577850536
11877,-79.926359,40.383954,0.3747241220271589
11878,-79.923964,40.383954,0.3811960848022048
11879,-79.921568,40.383954,0.3906684277384474
11880,-79.919173,40.383954,0.40144489523434246
12044,-80.012598,40.385786,0.44349135870664924
12045,-80.010202,40.385786,0.44105803596429544
12046,-80.007807,40.385786,0.4360623003715993
12047,-80.005411,40.385786,0.4318349814579601
12048,-80.003016,40.385786,0.42498867734979895
12049,-80.00062,40.385786,0.4229509989209853
12050,-79.998225,40.385786,0.4252851950683889
12051,-79.995829,40.385786,0.4303563528337779
12052,-79.993434,40.385786,0.4343702652631714
12053,-79.991038,40.385786,0.4384741500965993
12054,-79.988643,40.385786,0.44930927979529184
12055,-79.986247,40.385786,0.456755003152001
12056,-79.983852,40.385786,0.4593464194955641
12057,-79.981456,40.385786,0.4586685707761667
12058,-79.979061,40.385786,0.46164491072130615
12059,-79.976665,40.385786,0.4599240670381807
12077,-79.933546,40.385786,0.38077468461517155
12078,-79.93115,40.385786,0.37965029624741675
12079,-79.928755,40.385786,0.3785657113532555
12080,-79.926359,40.385786,0.3771596660384656
12081,-79.923964,40.385786,0.3830056660150587
12082,-79.921568,40.385786,0.391788219601411
12083,-79.919173,40.385786,0.40145133351462664
12245,-80.019784,40.387618,0.4618025370032829
12246,-80.017389,40.387618,0.4584997824382861
12247,-80.014993,40.387618,0.4543018187248198
12248,-80.012598,40.387618,0.4498881231357902
12249,-80.010202,40.387618,0.44209896435184226
12250,-80.007807,40.387618,0.4338700418323914
12251,-80.005411,40.387618,0.42848566396505827
12252,-80.003016,40.387618,0.4242944416568266
12253,-80.00062,40.387618,0.4237564738521465
12254,-79.998225,40.387618,0.4255926812376496
12255,-79.995829,40.387618,0.43146054334333395
12256,-79.993434,40.387618,0.4363888258586342
12257,-79.991038,40.387618,0.4401098241968035
12258,-79.988643,40.387618,0.44966303772749
12259,-79.986247,40.387618,0.45777573917908043
12260,-79.983852,40.387618,0.45848379071469614
12261,-79.981456,40.387618,0.4580184019875091
12262,-79.979061,40.387618,0.46012616307988513
12263,-79.976665,40.387618,0.4589732606912135
12280,-79.935941,40.387618,0.38062932847652664
12281,-79.933546,40.387618,0.3801567366563835
12282,-79.93115,40.387618,0.38183575130172037
12283,-79.928755,40.387618,0.3809465372903536
12284,-79.926359,40.387618,0.37980361457453465
12285,-79.923964,40.387618,0.38468374532085936
12286,-79.921568,40.387618,0.3911523357027585
12287,-79.919173,40.387618,0.3993640548454079
12451,-80.02218,40.38945,0.46651942612929
12452,-80.019784,40.38945,0.46519142770977945
12453,-80.017389,40.38945,0.46309052397110306
12454,-80.014993,40.38945,0.4609302260256135
12455,-80.012598,40.38945,0.4541146422936194
12456,-80.010202,40.38945,0.44428864319641337
12457,-80.007807,40.38945,0.4345792305307365
12458,-80.005411,40.38945,0.42580977705823264
12459,-80.003016,40.38945,0.4248181635664857
12460,-80.00062,40.38945,0.4239407942632874
12461,-79.998225,40.38945,0.426533100561288
12462,-79.995829,40.38945,0.4333733721533462
12463,-79.993434,40.38945,0.4400269581439957
12464,-79.991038,40.38945,0.4421918720671974
12465,-79.988643,40.38945,0.4479665315934853
12466,-79.986247,40.38945,0.45690493584829583
12467,-79.983852,40.38945,0.45878585831629914
12468,-79.981456,40.38945,0.45856791382200973
12469,-79.979061,40.38945,0.45876737955351743
12470,-79.976665,40.38945,0.45697420937423855
12471,-79.974269,40.38945,0.4514680511458849
12484,-79.943128,40.38945,0.3768051933428465
12485,-79.940732,40.38945,0.3749721969448695
12486,-79.938337,40.38945,0.37484735335343544
12487,-79.935941,40.38945,0.3769364123739634
12488,-79.933546,40.38945,0.38017542557634415
12489,-79.93115,40.38945,0.383956807656336
12490,-79.928755,40.38945,0.3836253019239562
12491,-79.926359,40.38945,0.3845404898187009
12492,-79.923964,40.38945,0.3886861314250203
12493,-79.921568,40.38945,0.3932014814057015
12494,-79.919173,40.38945,0.4000634014695647
12660,-80.026971,40.391281,0.48690595604713877
12661,-80.024575,40.391281,0.4743960548439722
12662,-80.02218,40.391281,0.469114113172223
12663,-80.019784,40.391281,0.4687655466864983
12664,-80.017389,40.391281,0.4661614956663229
12665,-80.014993,40.391281,0.4645850770379578
12666,-80.012598,40.391281,0.4581546315017279
12667,-80.010202,40.391281,0.4445395492960564
12668,-80.007807,40.391281,0.4298750542630515
12669,-80.005411,40.391281,0.4214083307776505
12670,-80.003016,40.391281,0.4182493708017243
12671,-80.00062,40.391281,0.41921695800088576
12672,-79.998225,40.391281,0.42580282977668427
12673,-79.995829,40.391281,0.43535754902594365
12674,-79.993434,40.391281,0.44036840830136514
12675,-79.991038,40.391281,0.4436445694864799
12676,-79.988643,40.391281,0.44679205477236905
12677,-79.986247,40.391281,0.4550524314614281
12678,-79.983852,40.391281,0.45757125979794894
12679,-79.981456,40.391281,0.4547159825013157
12680,-79.979061,40.391281,0.4539297076592749
12681,-79.976665,40.391281,0.45321984486164546
12682,-79.974269,40.391281,0.4477360111884843
12689,-79.957501,40.391281,0.39181915987277105
12690,-79.955105,40.391281,0.3839234908625188
12691,-79.95271,40.391281,0.3763755538229823
12692,-79.950314,40.391281,0.37280788051043967
12693,-79.947919,40.391281,0.37130534012898103
12694,-79.945523,40.391281,0.3711210890510125
12695,-79.943128,40.391281,0.37152569939891444
12696,-79.940732,40.391281,0.3708940706856496
12697,-79.938337,40.391281,0.37296863508699635
12698,-79.935941,40.391281,0.37822459613817294
12699,-79.933546,40.391281,0.38341148688275867
12702,-79.926359,40.391281,0.38613303857130027
12703,-79.923964,40.391281,0.38861782478692186
12704,-79.921568,40.391281,0.39213950754645555
12705,-79.919173,40.391281,0.3996250974508612
12873,-80.029366,40.393113,0.49900513101555555
12874,-80.026971,40.393113,0.493788394957101
12875,-80.024575,40.393113,0.4821577284270373
12876,-80.02218,40.393113,0.47228702532665595
12877,-80.019784,40.393113,0.47033067524782846
12878,-80.017389,40.393113,0.4669003504880933
12879,-80.014993,40.393113,0.4622267637009222
12880,-80.012598,40.393113,0.455712162601119
12881,-80.010202,40.393113,0.44120746774677944
12882,-80.007807,40.393113,0.42813155217149085
12883,-80.005411,40.393113,0.4185420011443621
12884,-80.003016,40.393113,0.41436095685477736
12885,-80.00062,40.393113,0.41626890019392765
12886,-79.998225,40.393113,0.4247641158412714
12887,-79.995829,40.393113,0.4339460313114595
12888,-79.993434,40.393113,0.438850586903319
12889,-79.991038,40.393113,0.4419605075031476
12890,-79.988643,40.393113,0.4448917694238121
12891,-79.986247,40.393113,0.44959890204458447
12892,-79.983852,40.393113,0.4527576252950656
12893,-79.981456,40.393113,0.451467210167105
12894,-79.979061,40.393113,0.4488407308023534
12895,-79.976665,40.393113,0.4456392848937181
12896,-79.974269,40.393113,0.4377307064614012
12903,-79.957501,40.393113,0.3850741527233615
12904,-79.955105,40.393113,0.37583172891015115
12905,-79.95271,40.393113,0.3679255483292317
12906,-79.950314,40.393113,0.36496650864634944
12907,-79.947919,40.393113,0.36626459849459014
12908,-79.945523,40.393113,0.36854358462001036
12909,-79.943128,40.393113,0.37077783276433907
12910,-79.940732,40.393113,0.37323013296593965
12912,-79.935941,40.393113,0.38313386481180584
12913,-79.933546,40.393113,0.3878286225009052
12917,-79.923964,40.393113,0.38855725063884544
12918,-79.921568,40.393113,0.390435147617088
12919,-79.919173,40.393113,0.39735872368473674
12920,-79.916777,40.393113,0.4033472355139311
13088,-80.029366,40.394945,0.5003196517207633
13089,-80.026971,40.394945,0.496867586953418
13090,-80.024575,40.394945,0.4862830853598592
13091,-80.02218,40.394945,0.4745364050087178
13092,-80.019784,40.394945,0.4700536034362011
13093,-80.017389,40.394945,0.4668020897039553
13094,-80.014993,40.394945,0.461652131004184
13095,-80.012598,40.394945,0.4525419874135026
13096,-80.010202,40.394945,0.43887302348220864
13097,-80.007807,40.394945,0.4257443473198015
13098,-80.005411,40.394945,0.4176016138727882
13099,-80.003016,40.394945,0.41493868593629984
13100,-80.00062,40.394945,0.41505251882791655
13101,-79.998225,40.394945,0.42162574088224464
13102,-79.995829,40.394945,0.4288542202976088
13103,-79.993434,40.394945,0.43583906341920686
13104,-79.991038,40.394945,0.44036333657277343
13105,-79.988643,40.394945,0.4449450570958967
13106,-79.986247,40.394945,0.4483873379252382
13107,-79.983852,40.394945,0.4460157746216536
13108,-79.981456,40.394945,0.4450687885803182
13109,-79.979061,40.394945,0.44166467388854797
13118,-79.957501,40.394945,0.37966016737363134
13119,-79.955105,40.394945,0.36950421276847567
13120,-79.95271,40.394945,0.3619272715938838
13121,-79.950314,40.394945,0.3632287894052417
13122,-79.947919,40.394945,0.36821098180013984
13123,-79.945523,40.394945,0.3737616827160204
13126,-79.938337,40.394945,0.3844442610133781
13127,-79.935941,40.394945,0.3887839216155882
13128,-79.933546,40.394945,0.39292751568347667
13133,-79.921568,40.394945,0.39212924186441345
13134,-79.919173,40.394945,0.39652133148922886
13135,-79.916777,40.394945,0.40263395169896293
13307,-80.029366,40.396776,0.49945186584642365
13308,-80.026971,40.396776,0.49591774633995356
13309,-80.024575,40.396776,0.48627336872544197
13310,-80.02218,40.396776,0.47422326170762746
13311,-80.019784,40.396776,0.4699645912118332
13312,-80.017389,40.396776,0.4657938767169615
13313,-80.014993,40.396776,0.4593368828452412
13314,-80.012598,40.396776,0.44809567929818767
13315,-80.010202,40.396776,0.43458407584515535
13316,-80.007807,40.396776,0.41943142485188234
13317,-80.005411,40.396776,0.4114548128167087
13318,-80.003016,40.396776,0.408857084484018
13319,-80.00062,40.396776,0.41106537885325006
13320,-79.998225,40.396776,0.41764231113902667
13321,-79.995829,40.396776,0.428917183339135
13322,-79.993434,40.396776,0.43822053255839216
13323,-79.991038,40.396776,0.4418716910475378
13324,-79.988643,40.396776,0.44626887374270713
13325,-79.986247,40.396776,0.4491186505538987
13326,-79.983852,40.396776,0.4445531659823047
13327,-79.981456,40.396776,0.4426431997959922
13328,-79.979061,40.396776,0.439551843186813
13337,-79.957501,40.396776,0.37348699627530413
13338,-79.955105,40.396776,0.365381739354056
13339,-79.95271,40.396776,0.36262376341790087
13340,-79.950314,40.396776,0.3680700996710519
13341,-79.947919,40.396776,0.376356795670323
13346,-79.935941,40.396776,0.394085349260522
13347,-79.933546,40.396776,0.39783000085160325
13353,-79.919173,40.396776,0.4004527904914558
13354,-79.916777,40.396776,0.40544850347773853
13355,-79.914382,40.396776,0.4108296449326973
13528,-80.029366,40.398608,0.4939413688424835
13529,-80.026971,40.398608,0.4896163047958689
13530,-80.024575,40.398608,0.4833911810927822
13531,-80.02218,40.398608,0.47146447375330425
13532,-80.019784,40.398608,0.46727546728340325
13533,-80.017389,40.398608,0.46192556596194373
13534,-80.014993,40.398608,0.45529026383057863
13535,-80.012598,40.398608,0.4456740301020901
13536,-80.010202,40.398608,0.42686625685523044
13537,-80.007807,40.398608,0.41494163988513744
13538,-80.005411,40.398608,0.4077297601198453
13539,-80.003016,40.398608,0.4052769866332161
13540,-80.00062,40.398608,0.4089677933390236
13541,-79.998225,40.398608,0.4185281133149237
13542,-79.995829,40.398608,0.42824561663632493
13543,-79.993434,40.398608,0.4377581410108418
13544,-79.991038,40.398608,0.4427909606396905
13545,-79.988643,40.398608,0.4461138398119439
13546,-79.986247,40.398608,0.44800014564083707
13547,-79.983852,40.398608,0.44322574066149095
13548,-79.981456,40.398608,0.43805309871954023
13556,-79.962292,40.398608,0.38846199334139225
13557,-79.959896,40.398608,0.3775866370883421
13558,-79.957501,40.398608,0.3667799870708922
13559,-79.955105,40.398608,0.36360212115222873
13560,-79.95271,40.398608,0.3676424974080712
13561,-79.950314,40.398608,0.3773646256569009
13563,-79.945523,40.398608,0.3952638578613843
13564,-79.943128,40.398608,0.3989249488629834
13565,-79.940732,40.398608,0.39915824635062963
13566,-79.938337,40.398608,0.3975777976395656
13567,-79.935941,40.398608,0.3992551625702806
13568,-79.933546,40.398608,0.40332320822209966
13569,-79.93115,40.398608,0.40520367158467857
13575,-79.916777,40.398608,0.41267580714230445
13745,-80.046135,40.400439,0.4546183195368112
13746,-80.043739,40.400439,0.46489025146099083
13747,-80.041344,40.400439,0.4725348165187099
13752,-80.029366,40.400439,0.4823254065974812
13753,-80.026971,40.400439,0.48070854504326566
13754,-80.024575,40.400439,0.47139838280205393
13755,-80.02218,40.400439,0.46510429809267334
13756,-80.019784,40.400439,0.4626837477422306
13757,-80.017389,40.400439,0.458274076065565
13758,-80.014993,40.400439,0.45027215295225703
13759,-80.012598,40.400439,0.43587580742958365
13760,-80.010202,40.400439,0.4220270054351421
13761,-80.007807,40.400439,0.4146153709612434
13762,-80.005411,40.400439,0.4092535939103909
13763,-80.003016,40.400439,0.4060751730195015
13764,-80.00062,40.400439,0.41235108433918566
13765,-79.998225,40.400439,0.42020624424673053
13766,-79.995829,40.400439,0.42775841219719196
13767,-79.993434,40.400439,0.435316634811885
13768,-79.991038,40.400439,0.4432619991772145
13769,-79.988643,40.400439,0.4477281311080359
13770,-79.986247,40.400439,0.44574703795702236
13771,-79.983852,40.400439,0.44050604707240526
13772,-79.981456,40.400439,0.4338429156231228
13778,-79.967083,40.400439,0.39594203895890073
13779,-79.964687,40.400439,0.38609827837520755
13780,-79.962292,40.400439,0.376974675120349
13781,-79.959896,40.400439,0.3688415233323989
13782,-79.957501,40.400439,0.3622379112103598
13783,-79.955105,40.400439,0.3656309994922665
13784,-79.95271,40.400439,0.3754676405686689
13786,-79.947919,40.400439,0.39860158212058444
13787,-79.945523,40.400439,0.40429971128860215
13788,-79.943128,40.400439,0.40620925359821564
13789,-79.940732,40.400439,0.406418723016803
13790,-79.938337,40.400439,0.404661296756693
13791,-79.935941,40.400439,0.40320504833111764
13792,-79.933546,40.400439,0.40679537192942034
13793,-79.93115,40.400439,0.4098280684696721
13794,-79.928755,40.400439,0.40848266027840624
13968,-80.050926,40.40227,0.4399478823486746
13969,-80.04853,40.40227,0.44235950508529503
13970,-80.046135,40.40227,0.4426336508040629
13971,-80.043739,40.40227,0.44881380618724
13972,-80.041344,40.40227,0.4570985730641177
13973,-80.038948,40.40227,0.4612950522932525
13975,-80.034157,40.40227,0.4674858686976348
13976,-80.031762,40.40227,0.4644583681274256
13977,-80.029366,40.40227,0.46711097463173357
13978,-80.026971,40.40227,0.46687479518256964
13979,-80.024575,40.40227,0.4605244270499184
13980,-80.02218,40.40227,0.4603313404002421
13981,-80.019784,40.40227,0.45832550707255554
13982,-80.017389,40.40227,0.45145906779648043
13983,-80.014993,40.40227,0.43781662460915793
13984,-80.012598,40.40227,0.4239928496549346
13985,-80.010202,40.40227,0.41681168088832204
13986,-80.007807,40.40227,0.41212092538683437
13987,-80.005411,40.40227,0.4082183111218884
13988,-80.003016,40.40227,0.40517189949752513
13989,-80.00062,40.40227,0.4144082966673524
13990,-79.998225,40.40227,0.420891545656625
13991,-79.995829,40.40227,0.4281951624481473
13992,-79.993434,40.40227,0.43745938267369594
13993,-79.991038,40.40227,0.446403649223727
13994,-79.988643,40.40227,0.4505851621742444
13995,-79.986247,40.40227,0.44636562371390015
13996,-79.983852,40.40227,0.43884585768187906
13997,-79.981456,40.40227,0.4289908645819022
13998,-79.979061,40.40227,0.4165059583233407
14002,-79.969478,40.40227,0.3934247316292746
14003,-79.967083,40.40227,0.3862131616819625
14004,-79.964687,40.40227,0.3757259523664794
14005,-79.962292,40.40227,0.36721519357174
14006,-79.959896,40.40227,0.36176337643255246
14007,-79.957501,40.40227,0.3615735085190996
14008,-79.955105,40.40227,0.3709208810229562
14009,-79.95271,40.40227,0.38238318726499254
14011,-79.947919,40.40227,0.40726064270698237
14012,-79.945523,40.40227,0.41089576578295117
14013,-79.943128,40.40227,0.40923981259199865
14014,-79.940732,40.40227,0.408129872341745
14015,-79.938337,40.40227,0.4085315967637299
14016,-79.935941,40.40227,0.4083777190581862
14017,-79.933546,40.40227,0.4082885959294014
14018,-79.93115,40.40227,0.41147871492554744
14019,-79.928755,40.40227,0.41099277623726066
14020,-79.926359,40.40227,0.41458527685608826
14195,-80.04853,40.404102,0.4367724943060764
14196,-80.046135,40.404102,0.4357816213434802
14197,-80.043739,40.404102,0.43427633663947113
14198,-80.041344,40.404102,0.43605212936614957
14199,-80.038948,40.404102,0.4426795622567794
14201,-80.034157,40.404102,0.44940462172417184
14202,-80.031762,40.404102,0.4489542889022733
14203,-80.029366,40.404102,0.44908068007212504
14204,-80.026971,40.404102,0.4516707510807501
14205,-80.024575,40.404102,0.45509484203711253
14206,-80.02218,40.404102,0.45527861865226715
14207,-80.019784,40.404102,0.4506875253641086
14208,-80.017389,40.404102,0.44092585494835
14209,-80.014993,40.404102,0.4314547029636717
14210,-80.012598,40.404102,0.4243209227987416
14211,-80.010202,40.404102,0.4178977536165066
14212,-80.007807,40.404102,0.4130524107694213
14213,-80.005411,40.404102,0.4079384919014934
14214,-80.003016,40.404102,0.40927740220315967
14215,-80.00062,40.404102,0.4146275699219764
14216,-79.998225,40.404102,0.4210905809437797
14217,-79.995829,40.404102,0.43140337718738964
14218,-79.993434,40.404102,0.4413045581120022
14219,-79.991038,40.404102,0.4479354113516417
14220,-79.988643,40.404102,0.4514814649693817
14221,-79.986247,40.404102,0.44903670156738734
14222,-79.983852,40.404102,0.4395683565438765
14223,-79.981456,40.404102,0.42662597922900075
14224,-79.979061,40.404102,0.41366993244191874
14225,-79.976665,40.404102,0.4043843975903352
14228,-79.969478,40.404102,0.3875312404285976
14229,-79.967083,40.404102,0.3795330540929823
14230,-79.964687,40.404102,0.3699560980828663
14231,-79.962292,40.404102,0.3628561027067563
14232,-79.959896,40.404102,0.3595464839356519
14233,-79.957501,40.404102,0.3642526881298414
14234,-79.955105,40.404102,0.375377004319094
14236,-79.950314,40.404102,0.4024307834753261
14237,-79.947919,40.404102,0.41105608507728447
14238,-79.945523,40.404102,0.41249049579548813
14239,-79.943128,40.404102,0.41236019122268286
14240,-79.940732,40.404102,0.41105667244436217
14241,-79.938337,40.404102,0.411171268259956
14242,-79.935941,40.404102,0.4110907521479876
14243,-79.933546,40.404102,0.40861441623182354
14244,-79.93115,40.404102,0.40915855623913694
14245,-79.928755,40.404102,0.4123020620061289
14246,-79.926359,40.404102,0.41481631733707724
14422,-80.04853,40.405933,0.43159872607588085
14423,-80.046135,40.405933,0.43009869552205376
14424,-80.043739,40.405933,0.42784564154231197
14425,-80.041344,40.405933,0.42875135778439377
14426,-80.038948,40.405933,0.43065385238712134
14427,-80.036553,40.405933,0.43199162717469797
14428,-80.034157,40.405933,0.4339685896339111
14429,-80.031762,40.405933,0.43795403156794344
14430,-80.029366,40.405933,0.44310700672308906
14431,-80.026971,40.405933,0.44682278043615925
14432,-80.024575,40.405933,0.44953480352603453
14433,-80.02218,40.405933,0.4491753236970225
14434,-80.019784,40.405933,0.44421784626361543
14435,-80.017389,40.405933,0.4372223007250366
14436,-80.014993,40.405933,0.4292034922131592
14437,-80.012598,40.405933,0.4218968112846967
14438,-80.010202,40.405933,0.4182039778986762
14439,-80.007807,40.405933,0.41268369446702247
14440,-80.005411,40.405933,0.40796515915468906
14441,-80.003016,40.405933,0.4127535240746974
14442,-80.00062,40.405933,0.417277618838043
14443,-79.998225,40.405933,0.42389373894738913
14444,-79.995829,40.405933,0.43535337786836154
14445,-79.993434,40.405933,0.4444051104413443
14446,-79.991038,40.405933,0.44917852151565907
14447,-79.988643,40.405933,0.4527331130049361
14448,-79.986247,40.405933,0.45102557805890553
14449,-79.983852,40.405933,0.44290309902214775
14451,-79.979061,40.405933,0.41515867597888345
14452,-79.976665,40.405933,0.4057074081221899
14453,-79.974269,40.405933,0.40167137786509277
14454,-79.971874,40.405933,0.3963834593311672
14455,-79.969478,40.405933,0.38660546222207814
14456,-79.967083,40.405933,0.3769351154521462
14457,-79.964687,40.405933,0.3684851238208679
14458,-79.962292,40.405933,0.36277161154570536
14459,-79.959896,40.405933,0.36140000439727804
14460,-79.957501,40.405933,0.36870165008901085
14461,-79.955105,40.405933,0.3796506011759105
14463,-79.950314,40.405933,0.4033741577432384
14464,-79.947919,40.405933,0.4088353440752168
14465,-79.945523,40.405933,0.4093857142871804
14466,-79.943128,40.405933,0.4116056465288833
14467,-79.940732,40.405933,0.4109235946214235
14468,-79.938337,40.405933,0.40971833875352637
14469,-79.935941,40.405933,0.409697331275076
14470,-79.933546,40.405933,0.40525934217041804
14471,-79.93115,40.405933,0.40231836820569183
14472,-79.928755,40.405933,0.40908170429196716
14473,-79.926359,40.405933,0.4138097282807892
14474,-79.923964,40.405933,0.4219264450064944
14651,-80.046135,40.407764,0.42655093639387864
14652,-80.043739,40.407764,0.4241696246702746
14653,-80.041344,40.407764,0.42513068688193584
