block_group,UFP_mean,asian_non_his,hispanic_any_race,black_non_hisp,two_or_more_race,white_non_his,american_indian,house_less20k,house_20_35k,house_35_50k,house_50_75k,house_more_75,education_less_highschool,education_highschool,education_some_college,education_college_degree,education_graduate,age_less_5_male,age_5_17_male,age_18_65_male,age_more_65_male,age_less_5_female,age_5_17_female,age_18_65_female,age_more_65_female,pm25,no2
420032412002,11180.264165187155,0,69,65,28,364,0,85,47,45,31,48,64,210,87,32,9,19,42,206,20,0,22,171,43,10.6960518590998,12.7276127201566
420032503001,10476.51663701892,0,140,623,0,536,0,197,90,38,66,201,85,228,218,179,180,63,162,425,29,32,99,404,105,11.1272090825688,12.40236
420032507001,11171.472909728265,19,8,509,4,155,0,162,81,32,26,23,63,182,125,49,27,46,69,192,24,26,41,253,66,10.3918713140604,12.2125388961892
420032509002,11994.877422477173,0,0,156,18,256,0,60,42,37,43,29,30,175,112,40,33,0,14,140,43,0,13,152,62,10.0906903003534,11.6078090106007
420032107002,12071.22051411509,0,17,510,8,211,0,96,44,71,130,47,32,122,227,113,28,43,10,256,41,0,118,244,34,10.7523219143577,13.8034958438287
420032901002,12325.477992973425,75,11,52,5,448,0,56,82,49,50,36,61,228,163,73,0,25,6,218,45,0,22,225,54,10.7428985215054,10.0755364247312
420032901003,13516.081515849794,0,17,116,0,537,0,46,127,65,47,50,44,206,167,53,19,5,51,205,48,14,44,257,44,10.7746344490934,9.88670072524407
420032902001,10774.619030575026,36,0,29,81,744,0,22,114,42,109,56,33,278,158,70,23,67,75,312,48,7,71,240,52,10.699823059867,9.61672218403548
420032902002,13744.328434730043,79,0,52,0,567,0,164,67,38,65,52,81,225,144,88,44,25,39,167,67,0,35,224,141,10.7065361313869,9.57701787104623
420032902003,10957.578281434864,0,0,10,0,495,0,29,64,26,52,68,42,110,145,45,29,35,13,122,32,0,49,147,90,10.6004425696594,9.81169442724458
420032902004,11342.084142728458,28,0,215,28,488,0,107,87,63,52,38,127,206,36,49,62,0,154,281,10,0,79,183,59,10.4673198855508,10.0130761373391
420033206002,10600.325438627597,6,28,27,145,784,0,121,59,67,105,134,16,228,222,185,61,24,57,357,63,39,89,294,67,10.9984122393472,9.76934430643699
420033207001,11532.437118247992,0,43,28,0,890,0,57,108,36,121,139,72,316,236,91,59,21,55,314,92,10,48,325,109,11.0762559366755,9.92641087950748
420033207002,13419.576431049943,67,0,0,4,404,0,51,57,43,29,36,85,116,106,46,16,16,43,165,34,15,27,118,57,10.7899417153996,9.36542413255361
420031411001,10840.117457256416,28,26,51,35,1181,0,102,72,48,147,226,76,273,151,220,298,43,99,454,108,41,66,376,134,10.4928386480529,11.4019240264511
420034825001,14539.431571138339,0,15,151,47,1491,10,172,157,71,168,227,63,495,417,248,121,64,60,484,162,33,105,554,267,10.8585860549508,9.58419602384655
420032022002,10502.944224518671,0,0,393,38,319,0,105,18,14,48,56,69,206,132,63,0,15,113,244,21,0,93,248,30,10.4521582191781,9.94385609589041
420032023001,14709.227213313034,59,8,100,58,587,0,50,65,114,156,99,0,80,155,210,165,0,0,257,59,24,85,366,29,10.4254121212121,10.7866921717172
420032023002,12799.166015669183,0,0,74,0,788,0,29,67,37,104,164,31,289,157,119,109,14,30,239,124,10,70,259,116,10.571162571977,9.91582922264875
420032023003,12644.904532675586,158,59,19,0,709,0,21,32,24,65,134,118,220,144,174,99,11,30,345,78,0,38,270,163,10.5345116424116,9.83522505197505
420032107001,13591.436836688496,6,33,938,19,330,0,236,107,115,82,133,73,240,351,246,78,6,47,467,84,33,140,482,58,10.9972319610778,13.6381906437126
420033001004,11593.3902461611,47,18,919,150,367,0,196,145,85,39,0,180,310,173,45,7,99,76,333,57,18,470,341,67,11.0122176388889,11.16328625
420032206001,14430.83202200985,57,47,266,32,826,6,224,113,86,87,298,86,119,226,357,278,34,23,422,124,0,52,431,155,11.3184851688693,12.7968110866373
420032206002,10357.498839788046,0,13,178,19,187,5,44,40,10,23,40,50,77,79,55,53,20,24,167,19,0,26,131,15,10.7686473460722,12.7267666666667
420031014003,10496.762101601555,45,10,190,22,589,0,83,34,66,79,137,91,194,90,185,172,41,30,252,57,11,33,389,43,10.7530305352798,10.3853406082725
420032703002,11909.096880699275,0,0,164,9,412,0,128,50,40,26,50,74,151,129,72,25,0,39,140,45,17,55,194,95,10.3934813366961,12.2130488020177
420031302002,10628.596743838369,0,6,800,15,46,0,98,37,83,19,55,49,151,227,78,43,59,72,206,31,56,92,264,73,10.9411608757062,10.2747929378531
420031916003,12081.686680901403,44,0,91,0,293,0,24,42,63,57,19,44,66,90,70,41,20,39,143,15,0,0,158,45,11.0743509722222,10.7670459722222
420031920004,11874.75076794245,0,5,30,25,514,0,56,95,75,27,57,8,122,213,45,63,26,10,162,17,10,0,198,143,10.4668214365881,10.5451815937149
420031702002,14892.02086253134,0,13,0,0,690,0,109,40,34,62,238,0,169,59,298,111,0,0,292,66,0,0,287,58,10.8349457920792,14.4854790841584
420031517002,15215.446379250574,16,0,124,0,344,0,40,14,34,10,154,11,91,79,81,165,0,14,138,36,0,18,215,63,10.9447870866142,12.9133966929134
420030506002,10054.129905676464,0,0,476,0,0,0,94,70,9,12,48,23,207,88,0,12,0,13,94,35,0,44,143,111,10.119731884058,10.9009327122153
420030506003,10582.172153824027,168,11,226,8,125,0,51,12,37,20,102,11,46,135,73,175,0,13,174,35,20,13,161,122,10.225406009245,11.1359568567026
420030509001,11624.110752742332,0,51,1249,0,0,67,500,186,27,14,14,114,348,264,19,4,99,103,264,59,132,127,461,124,10.4616626455907,11.2189247920133
420030510001,10379.248098797549,62,19,570,20,232,10,319,69,39,33,35,38,144,167,19,65,40,72,220,31,9,18,578,55,10.6167829764454,11.7575213062098
420030802001,12138.667329389242,10,77,42,0,903,0,172,77,95,86,129,32,316,171,222,97,10,31,408,38,20,31,375,119,11.3913430886559,12.8432312678742
420030804001,13764.377916532965,18,10,72,0,661,0,57,85,62,80,93,3,199,161,175,90,4,5,440,44,0,5,202,65,11.3592406296852,12.7047757121439
420030804002,15577.92090298466,149,20,18,19,502,0,217,55,28,27,79,0,17,41,108,186,0,10,415,39,5,5,227,15,11.1717062678063,12.6268309116809
420030806001,10779.897268895136,54,0,73,39,1237,0,79,107,91,119,239,24,180,177,279,377,60,46,503,37,11,83,602,91,11.0269734958111,11.5989428789033
420030807001,12163.714681112933,106,57,82,41,532,0,86,87,39,123,69,16,57,108,187,195,27,39,311,15,59,16,328,22,11.1897504171633,11.7148988081049
420030807002,13765.409787144787,295,36,34,7,737,0,177,212,94,120,118,12,160,65,289,498,0,0,471,7,0,29,524,80,11.1437154334038,12.0926289640592
420030809001,12954.446527503665,144,24,95,17,860,0,85,62,119,126,190,56,93,138,343,209,0,26,404,56,57,17,553,66,10.9995177889447,12.2919649246231
420030809002,12173.568399602716,0,21,131,5,491,0,59,40,113,93,97,14,76,66,164,178,19,46,285,26,8,12,222,30,10.8116832901554,11.6825212435233
420032814001,10221.629932261367,0,28,177,0,635,0,44,81,59,105,78,27,203,239,111,18,0,109,214,51,0,118,272,76,10.0861712,9.60418094545455
420032815001,12177.674753074012,0,6,122,29,329,0,66,26,22,52,57,49,120,79,134,23,29,8,136,38,22,18,195,40,10.1320232405567,9.50954773359841
420032901001,16053.854491068947,27,5,216,44,513,0,59,91,42,66,50,23,226,193,94,19,13,111,263,18,51,51,267,35,10.6967892261002,9.97781230652504
420031401002,10474.750733831024,263,61,63,90,1603,9,7,14,12,31,376,24,19,46,186,594,39,102,952,130,0,132,765,107,10.5733929625725,11.5317678439642
420031401004,12524.323450393178,742,98,106,21,855,0,15,22,8,0,33,2,1,31,39,30,0,15,842,13,0,32,1298,53,11.2794580699774,12.3020081264108
420031402001,11303.703268622316,69,77,41,22,917,0,72,42,10,33,203,0,12,64,151,244,12,58,144,104,0,60,821,67,10.1357173817382,10.9185948294829
420031402002,12015.61537968297,179,47,16,13,1067,16,142,95,106,85,240,34,23,77,299,452,22,89,550,45,0,22,557,69,10.5607460988296,11.3224762678804
420031403003,11888.129177129038,54,18,19,15,951,0,36,0,0,67,263,0,54,8,112,412,84,80,211,86,75,153,246,103,10.76320625,11.5957226973684
420031403004,12401.2687439221,152,81,34,0,678,0,0,26,20,77,244,0,5,16,142,422,75,43,463,55,24,10,254,21,10.7500989071038,11.3413016393443
420031404001,11395.288751870507,118,12,10,6,582,2,27,16,6,30,245,17,23,27,209,281,17,59,223,51,31,40,226,88,10.9523014144272,11.2747629420085
420031404002,10741.502086670962,31,16,17,45,508,0,22,20,22,11,179,0,15,29,125,290,17,39,184,51,44,42,185,55,10.5802802795031,11.0868604037267
