fips,pollutant,year,pred_wght,state_abbr,lat,lon
420030501003,no2,2015,11.6940569463549,PA,40.4457980742779,-79.978627647868
420030506001,no2,2015,10.7607036756757,PA,40.4549468108108,-79.9602715675676
420030506002,no2,2015,10.9009327122153,PA,40.4521672877847,-79.9608037267081
420030506003,no2,2015,11.1359568567026,PA,40.451073651772,-79.9584322033898
420030509001,no2,2015,11.2189247920133,PA,40.4508624792013,-79.9737022462562
420030510001,no2,2015,11.7575213062098,PA,40.4410960385439,-79.9698839400428
420030510002,no2,2015,11.3138815699659,PA,40.4466755972696,-79.9642075085324
420030511001,no2,2015,11.8733523172906,PA,40.4416834224599,-79.9764081996435
420030603001,no2,2015,12.4579224416517,PA,40.4632881508079,-79.9604967684022
420030603002,no2,2015,12.9069530562347,PA,40.4650432762836,-79.9646838630807
420030605001,no2,2015,11.7945652694611,PA,40.4571577844311,-79.9672422155689
420030605002,no2,2015,11.5387262376238,PA,40.458452310231,-79.9618671617162
420030703001,no2,2015,12.1013874458874,PA,40.4527428571429,-79.9335258297258
420030703002,no2,2015,11.7591128534704,PA,40.4501471722365,-79.9321348329049
420030703003,no2,2015,11.9395845730028,PA,40.450220523416,-79.9368615702479
420030705001,no2,2015,12.1506412887828,PA,40.4550112967383,-79.92745433572
420030705002,no2,2015,12.1554932320442,PA,40.4540067679558,-79.9308723756906
420030705003,no2,2015,12.6567609251969,PA,40.4571182086614,-79.9296605314961
420030706001,no2,2015,11.7261629750271,PA,40.4545674267101,-79.9237333333333
420030706002,no2,2015,11.602665374677,PA,40.4521225667528,-79.927157622739
420030708001,no2,2015,12.4388293793103,PA,40.4577990344828,-79.9217340689655
420030708002,no2,2015,11.6790937755102,PA,40.4550519387755,-79.9205644897959
420030709001,no2,2015,12.4554368898978,PA,40.4545803064699,-79.9367359818388
420030709002,no2,2015,12.2931607369759,PA,40.4516172808132,-79.9475182973316
420030709003,no2,2015,12.3701013452915,PA,40.4483125560538,-79.9449189461883
420030709004,no2,2015,12.3321136637642,PA,40.4530980576021,-79.9433312793034
420030802001,no2,2015,12.8432312678742,PA,40.4596888465205,-79.9501706387035
420030802002,no2,2015,12.8461173015873,PA,40.4615628571429,-79.9521226984127
420030804001,no2,2015,12.7047757121439,PA,40.4582863568216,-79.9453865067466
420030804002,no2,2015,12.6268309116809,PA,40.4552042735043,-79.9478739316239
420030806001,no2,2015,11.5989428789033,PA,40.4615599390708,-79.9396855293222
420030806002,no2,2015,12.1478719708029,PA,40.4585802919708,-79.9396089051095
420030807001,no2,2015,11.7148988081049,PA,40.4627017878427,-79.9332108462455
420030807002,no2,2015,12.0926289640592,PA,40.4591054968288,-79.9350446088795
420030809001,no2,2015,12.2919649246231,PA,40.462936281407,-79.946515879397
420030809002,no2,2015,11.6825212435233,PA,40.4637125647668,-79.9422130829016
420030901001,no2,2015,12.5365880733945,PA,40.4739561926606,-79.9598324923547
420030901002,no2,2015,12.8572573831776,PA,40.4721196261682,-79.9626876635514
420030902001,no2,2015,12.5594752293578,PA,40.4695395642202,-79.959134059633
420030902002,no2,2015,12.0939907721281,PA,40.4693671374765,-79.9561223163842
420030902003,no2,2015,12.508505278174,PA,40.4664109843081,-79.9573536376605
420030903001,no2,2015,12.5303271045328,PA,40.4644514338575,-79.9507155411656
420030903002,no2,2015,12.5900348540146,PA,40.4643328467153,-79.9557120437956
420031005001,no2,2015,10.0800119053398,PA,40.4767419902913,-79.9348037621359
420031005002,no2,2015,10.1023747968127,PA,40.4785913944223,-79.9396851792829
420031011001,no2,2015,11.8634964152353,PA,40.4796282300224,-79.9518595220314
420031011002,no2,2015,12.3533190327613,PA,40.4807321372855,-79.9532383775351
420031011003,no2,2015,11.122888969521,PA,40.4811362844702,-79.9485004354136
420031014001,no2,2015,10.214403905694,PA,40.4858006227758,-79.9248010676157
420031014002,no2,2015,10.1083654477612,PA,40.4845629850746,-79.9283005970149
420031014003,no2,2015,10.3853406082725,PA,40.4749941605839,-79.9298392944039
420031014004,no2,2015,10.1716268767123,PA,40.4799294520548,-79.9300091780822
420031016001,no2,2015,10.0634552625438,PA,40.4707352392065,-79.9387168028005
420031017001,no2,2015,11.042289785832,PA,40.4661014827018,-79.938107907743
420031017002,no2,2015,11.419832983683,PA,40.466631002331,-79.9436447552448
420031018001,no2,2015,9.72916662027833,PA,40.4834069582505,-79.9344399602386
420031018002,no2,2015,10.0935225725594,PA,40.4838205145119,-79.9392352902375
420031102001,no2,2015,10.0457908663366,PA,40.4782278465347,-79.9198436881188
420031102002,no2,2015,10.3006326766304,PA,40.4757036684783,-79.9213039402174
420031102003,no2,2015,10.4387835421888,PA,40.4753989974937,-79.9264565580618
420031102004,no2,2015,10.4407143089431,PA,40.4725671544715,-79.9231266666667
420031106001,no2,2015,10.1550557894737,PA,40.4710528379773,-79.9136490196078
420031106002,no2,2015,9.63165015363129,PA,40.4749587988827,-79.9163252793296
420031106003,no2,2015,10.5112153398058,PA,40.4703711511789,-79.9181642163662
420031113001,no2,2015,10.6021918097754,PA,40.4710561426684,-79.9293928665786
420031113002,no2,2015,10.6843354166667,PA,40.4693448717949,-79.9241123397436
420031113003,no2,2015,10.8266462867012,PA,40.4680563039724,-79.9257366148532
420031113004,no2,2015,10.9282867452135,PA,40.4675703976436,-79.9191886597938
420031114001,no2,2015,10.8979373913043,PA,40.4675883478261,-79.9302206956522
420031114002,no2,2015,10.6750575835476,PA,40.4666178663239,-79.9334732647815
420031115001,no2,2015,11.4268611624835,PA,40.4657665785997,-79.9262948480845
420031115002,no2,2015,12.3061150195059,PA,40.4610558517555,-79.930500130039
420031115003,no2,2015,12.5636729411765,PA,40.4615058823529,-79.92501
420031115004,no2,2015,12.0958796078431,PA,40.4620958169935,-79.91876
420031203001,no2,2015,9.94860028361345,PA,40.469056512605,-79.9033183823529
420031203002,no2,2015,9.93809055873925,PA,40.466591260745,-79.9009068767908
420031204001,no2,2015,11.2135961325967,PA,40.4628189686924,-79.909453038674
420031204002,no2,2015,10.7461530674847,PA,40.4659935582822,-79.9118794478528
420031207001,no2,2015,10.9641006521739,PA,40.4609489130435,-79.9029330434783
420031207002,no2,2015,11.1514156424581,PA,40.4574287709497,-79.9034508379888
420031208001,no2,2015,11.3014983098592,PA,40.4643507042254,-79.9159045070423
420031208002,no2,2015,11.5519942460317,PA,40.460798015873,-79.9097228174603
420031301001,no2,2015,9.26387,PA,40.4581336175396,-79.8850046285018
420031301002,no2,2015,9.84588071428571,PA,40.4611111721612,-79.8925476190476
420031301003,no2,2015,10.5069979742173,PA,40.4612003683241,-79.8988127071823
420031302001,no2,2015,10.1991707703927,PA,40.4580412386707,-79.8913280966767
420031302002,no2,2015,10.2747929378531,PA,40.4597378531073,-79.8955583333333
420031303001,no2,2015,10.6727058171745,PA,40.4551994459834,-79.8938811634349
420031303002,no2,2015,11.1060898601399,PA,40.4529104895105,-79.8945283216783
420031303003,no2,2015,11.0524292490119,PA,40.4564249011858,-79.8995839920949
420031304001,no2,2015,10.3800248120301,PA,40.454262406015,-79.8891528822055
420031304002,no2,2015,10.8177784232365,PA,40.451117219917,-79.8888178423236
420031304003,no2,2015,10.7169251612903,PA,40.4500148387097,-79.8859496774193
420031306001,no2,2015,9.79647592400691,PA,40.4523526770294,-79.8815495682211
420031306002,no2,2015,9.32647029503106,PA,40.4571122670807,-79.8756673913043
420031306003,no2,2015,9.47549214799589,PA,40.453769373073,-79.871806012333
420031401001,no2,2015,11.263241640625,PA,40.444249609375,-79.935364296875
420031401002,no2,2015,11.5317678439642,PA,40.441318871903,-79.9349491829204
420031401003,no2,2015,12.4281,PA,40.4428,-79.9432
420031401004,no2,2015,12.3020081264108,PA,40.4460827878104,-79.9425896726862
420031402001,no2,2015,10.9185948294829,PA,40.4490906490649,-79.9235391639164
420031402002,no2,2015,11.3224762678804,PA,40.4473014304291,-79.9302279583875
420031403001,no2,2015,11.2200844303797,PA,40.4443083544304,-79.9142920253165
420031403002,no2,2015,11.2005671968191,PA,40.4404449304175,-79.9167039761431
420031403003,no2,2015,11.5957226973684,PA,40.4398286184211,-79.9236194078947
420031403004,no2,2015,11.3413016393443,PA,40.4425662568306,-79.9239211748634
420031404001,no2,2015,11.2747629420085,PA,40.4514396039604,-79.9123171145686
420031404002,no2,2015,11.0868604037267,PA,40.4473059006211,-79.9146417701863
420031404003,no2,2015,11.0882592670157,PA,40.447977486911,-79.9182213612565
420031405001,no2,2015,11.4828261405672,PA,40.4502235511714,-79.8997472256473
420031405002,no2,2015,11.5691024952015,PA,40.4543827255278,-79.9072936660269
420031405003,no2,2015,11.3753113573407,PA,40.4525887811634,-79.9077973684211
420031406001,no2,2015,10.9274525773196,PA,40.4477299762094,-79.9065763679619
420031406002,no2,2015,10.7766164507772,PA,40.444853626943,-79.898271761658
420031406003,no2,2015,11.2016882352941,PA,40.4426949432405,-79.8955135190918
420031408001,no2,2015,11.5808419906687,PA,40.4319705028512,-79.9145981337481
420031408002,no2,2015,11.897954856822,PA,40.4352467153285,-79.9196297585626
420031408003,no2,2015,12.5061771327014,PA,40.430977014218,-79.9212646919431
420031410001,no2,2015,11.3930779094828,PA,40.4341307112069,-79.8968203663793
420031411001,no2,2015,11.4019240264511,PA,40.4213271124173,-79.9029856722998
420031413001,no2,2015,11.7900964379947,PA,40.4359546174142,-79.9280343667546
420031413002,no2,2015,12.4482631780472,PA,40.4317507338864,-79.9296873643906
420031413003,no2,2015,12.487567669532,PA,40.4321993314231,-79.9257676217765
420031414001,no2,2015,11.3556693612774,PA,40.4217109780439,-79.9236178642714
420031414002,no2,2015,12.0887199121523,PA,40.4244360175695,-79.9204584187408
420031414003,no2,2015,12.9658900809717,PA,40.4268008097166,-79.9192566801619
420031414004,no2,2015,11.3691105724299,PA,40.4190685747664,-79.9165367990654
420031414005,no2,2015,13.3344255693582,PA,40.4281320910973,-79.9236845755694
420031516001,no2,2015,11.7385831578947,PA,40.4234157017544,-79.9414422807018
420031516002,no2,2015,12.8121203102962,PA,40.4265115655853,-79.9462830747532
420031516003,no2,2015,11.5504424124514,PA,40.4228521400778,-79.9446608949416
420031517001,no2,2015,11.7641160944206,PA,40.4231502145923,-79.9278540772532
420031517002,no2,2015,12.9133966929134,PA,40.427071496063,-79.9330341732284
420031517003,no2,2015,11.607233512786,PA,40.422701345895,-79.9386133243607
420031517004,no2,2015,11.1643126213592,PA,40.4215436893204,-79.9352207119741
420031517005,no2,2015,11.2002583425414,PA,40.4213749171271,-79.9315773480663
420031517006,no2,2015,12.2879709471767,PA,40.425402276867,-79.93149571949
420031608001,no2,2015,12.1067289256198,PA,40.4229084710744,-79.9708330578512
420031608002,no2,2015,11.9598666141732,PA,40.421434488189,-79.9646954330709
420031608003,no2,2015,10.949504985755,PA,40.4193868945869,-79.9695837606838
420031608004,no2,2015,11.1109783197832,PA,40.4199987804878,-79.974298102981
420031609001,no2,2015,14.0359031282586,PA,40.4292525547445,-79.9722274244004
420031609002,no2,2015,13.7958790904339,PA,40.4262655514898,-79.9701520648197
420031702001,no2,2015,14.1964360890302,PA,40.4291146263911,-79.9873712241653
420031702002,no2,2015,14.4854790841584,PA,40.4301087871287,-79.9801477722772
420031702003,no2,2015,13.7042898305085,PA,40.4271727199354,-79.9849100887813
420031702004,no2,2015,14.0343169685415,PA,40.4271609151573,-79.979614871306
420031706001,no2,2015,11.6323894967177,PA,40.4242789934355,-79.9860877461707
420031706002,no2,2015,11.927074393531,PA,40.4233241239892,-79.9803180592992
420031706003,no2,2015,11.3149389172932,PA,40.4207413533835,-79.9857903759399
420031803001,no2,2015,11.6880903460838,PA,40.4233700364299,-79.9938338797814
420031803002,no2,2015,11.5916822822823,PA,40.4207840840841,-79.992616966967
420031803003,no2,2015,11.5268569293478,PA,40.4192364130435,-79.9925508152174
420031807001,no2,2015,11.8309901612903,PA,40.4263993548387,-80.0016601612903
420031807002,no2,2015,11.8350550072569,PA,40.424714658926,-80.0012410740203
420031807003,no2,2015,11.7591937321937,PA,40.4227608262108,-80.0004478632479
420031903001,no2,2015,12.829599270073,PA,40.4348757502028,-80.0151451743715
420031903002,no2,2015,11.4646046348315,PA,40.4311123595506,-80.0148641853933
420031911001,no2,2015,12.1685695786228,PA,40.4333673175745,-80.0218763617677
420031911002,no2,2015,11.4998318181818,PA,40.4380158402204,-80.0237718319559
420031914001,no2,2015,11.6838914366596,PA,40.429223566879,-80.0079275300779
420031914002,no2,2015,11.0910440347072,PA,40.4267732465654,-80.0123829356471
420031915001,no2,2015,11.1737016176471,PA,40.4201873529412,-80.0109494117647
420031915002,no2,2015,11.2971929773226,PA,40.422778785662,-80.0091875640088
420031916001,no2,2015,10.4289873504274,PA,40.4217218559219,-80.0240721611722
420031916002,no2,2015,10.627487627551,PA,40.412825,-80.0176364795918
420031916003,no2,2015,10.7670459722222,PA,40.4117148611111,-80.0205243055556
420031916004,no2,2015,10.7485190421893,PA,40.4137469783352,-80.0244630558723
420031916005,no2,2015,10.4504342100457,PA,40.4115079452055,-80.0270937899543
420031917001,no2,2015,10.2002663355513,PA,40.4035509980989,-80.0112299904943
420031917002,no2,2015,10.3248270506108,PA,40.3997197207679,-80.0172256544503
420031917003,no2,2015,10.3725357976654,PA,40.4031245136187,-80.0181098573281
420031918001,no2,2015,10.3406658170915,PA,40.3922347826087,-80.0204572713643
420031918002,no2,2015,10.0064635860058,PA,40.3905150145773,-80.0225895043732
420031918003,no2,2015,10.0488716265912,PA,40.3897083451202,-80.0169398868458
420031918004,no2,2015,10.4175569721116,PA,40.3934637450199,-80.0265332005312
420031918005,no2,2015,9.91269149492017,PA,40.3858001451379,-80.0138046444122
420031918006,no2,2015,9.85183050829876,PA,40.3864894190871,-80.0094433609958
420031918007,no2,2015,9.88768373831776,PA,40.3900183411215,-80.0123167056075
420031919001,no2,2015,10.3800350522193,PA,40.3970479112272,-80.0197963446475
420031919002,no2,2015,10.2428665659008,PA,40.394754050786,-80.0190318016929
420031919003,no2,2015,10.5618956271186,PA,40.3961815254237,-80.0267223728814
420031920001,no2,2015,10.5691319236016,PA,40.406021691678,-80.0220971350614
420031920002,no2,2015,10.4228702245509,PA,40.401471257485,-80.0256913173653
420031920003,no2,2015,9.99885557399723,PA,40.4049035961272,-80.0305495159059
420031920004,no2,2015,10.5451815937149,PA,40.4013104377104,-80.0297217732884
420031920005,no2,2015,10.6896924698795,PA,40.4084109939759,-80.0236703313253
420032022001,no2,2015,9.42699382771536,PA,40.4523715355805,-80.0639914606742
420032022002,no2,2015,9.94385609589041,PA,40.4551738013699,-80.0628392123288
420032022003,no2,2015,9.97914129429892,PA,40.4585106317411,-80.0639845916795
420032023001,no2,2015,10.7866921717172,PA,40.4180388888889,-80.0367421717172
420032023002,no2,2015,9.91582922264875,PA,40.402886084453,-80.0461900191939
420032023003,no2,2015,9.83522505197505,PA,40.4082835758836,-80.0424172557173
420032023004,no2,2015,10.0532738649852,PA,40.4132016320475,-80.0354122403561
420032107001,no2,2015,13.6381906437126,PA,40.4535118263473,-80.0237369011976
420032107002,no2,2015,13.8034958438287,PA,40.456858186398,-80.0260812342569
420032206001,no2,2015,12.7968110866373,PA,40.4556334067548,-80.0118017621145
420032206002,no2,2015,12.7267666666667,PA,40.4570653927813,-80.0059940552017
420032406001,no2,2015,11.8944817824377,PA,40.4647061598952,-79.9821739842726
420032406002,no2,2015,11.9435165824916,PA,40.4611396464646,-79.9866626262626
420032412001,no2,2015,9.98254605898123,PA,40.4706600536193,-79.9878839142091
420032412002,no2,2015,12.7276127201566,PA,40.459757925636,-79.9919943248532
420032503001,no2,2015,12.40236,PA,40.458163853211,-80.0124224770642
420032507001,no2,2015,12.2125388961892,PA,40.4602078843627,-80.021764651774
420032509001,no2,2015,11.8106599443672,PA,40.4607532684284,-80.0054748261474
420032509002,no2,2015,11.6078090106007,PA,40.4635994699647,-80.0058689045936
420032602001,no2,2015,10.8462638888889,PA,40.4903185672515,-80.0137494152047
420032602002,no2,2015,10.0917174466019,PA,40.4907396116505,-80.022239223301
420032602003,no2,2015,10.4699229422067,PA,40.4920907180385,-80.0185105078809
420032607001,no2,2015,11.2832926174497,PA,40.484935033557,-80.0125373154362
420032607002,no2,2015,11.2890449449449,PA,40.4795707707708,-80.0119593593594
420032609001,no2,2015,10.531594398682,PA,40.477089785832,-80.0004621087315
420032612001,no2,2015,10.5903210846813,PA,40.4947506184586,-80.0099583254044
420032614001,no2,2015,10.506688800578,PA,40.4652819364162,-80.0167534682081
420032614002,no2,2015,11.2018082442748,PA,40.4624282442748,-80.0133246183206
420032614003,no2,2015,11.0496840322581,PA,40.467490483871,-80.0114630645161
420032614004,no2,2015,11.4823725274725,PA,40.4680819466248,-80.0074050235479
420032615001,no2,2015,11.6525521578298,PA,40.4730649815043,-80.0107281134402
420032615002,no2,2015,10.3969561207898,PA,40.4715844367015,-80.0164706155633
420032620001,no2,2015,11.3609972906404,PA,40.4633296387521,-79.9929760262726
420032620002,no2,2015,10.5387085790885,PA,40.4677121983914,-79.9931876675603
420032620003,no2,2015,10.608482748538,PA,40.4689868421053,-79.9939030701754
420032701001,no2,2015,10.7036049967127,PA,40.4846541748849,-80.039591321499
420032701002,no2,2015,10.7420537943262,PA,40.4831541666667,-80.0442270390071
420032703001,no2,2015,11.3222474870017,PA,40.4784801559792,-80.0352426343154
420032703002,no2,2015,12.2130488020177,PA,40.4772909205549,-80.0396540983607
420032704001,no2,2015,11.8169713623726,PA,40.4658638554217,-80.0285303058387
420032708001,no2,2015,10.1220284575835,PA,40.4883232647815,-80.0375156812339
420032708002,no2,2015,10.9170340725806,PA,40.4817122983871,-80.0317598790323
420032708003,no2,2015,9.84165290578887,PA,40.4863306469921,-80.0303056753689
420032715001,no2,2015,10.5544745117429,PA,40.4761891223733,-80.0263218788628
420032715002,no2,2015,11.5099212816456,PA,40.4705482594937,-80.029483386076
420032715003,no2,2015,12.1805276965265,PA,40.471581261426,-80.0338877513711
420032814001,no2,2015,9.60418094545455,PA,40.4495309090909,-80.0572715151515
420032814002,no2,2015,9.37908280288147,PA,40.4453265225933,-80.050768762279
420032815001,no2,2015,9.50954773359841,PA,40.4408027833002,-80.0512135188867
420032815002,no2,2015,9.5839417101147,PA,40.4404140771637,-80.0563251303441
420032901001,no2,2015,9.97781230652504,PA,40.4021783004552,-79.9940016691958
420032901002,no2,2015,10.0755364247312,PA,40.3973432795699,-79.9908778225806
420032901003,no2,2015,9.88670072524407,PA,40.3939139470014,-79.9899246861925
420032902001,no2,2015,9.61672218403548,PA,40.4016727272727,-79.9827086474501
420032902002,no2,2015,9.57701787104623,PA,40.3916906326034,-79.9839319951338
420032902003,no2,2015,9.81169442724458,PA,40.3952243034056,-79.984013622291
420032902004,no2,2015,10.0130761373391,PA,40.3994949928469,-79.9867409155937
420032902005,no2,2015,10.3162975771429,PA,40.4039211428571,-79.9878075428571
420032904001,no2,2015,10.0123792055268,PA,40.3887616580311,-79.9887848013817
420032904002,no2,2015,9.4704938743039,PA,40.3873576770088,-79.9819952267303
420032904003,no2,2015,9.67838682719547,PA,40.3843364022663,-79.9870291784703
420032904004,no2,2015,9.12322965437788,PA,40.3902927419355,-79.9764357142857
420032904005,no2,2015,9.7180327543036,PA,40.3826932707355,-79.9801575899843
420033001001,no2,2015,11.4442915632754,PA,40.4178362282878,-79.9925
420033001002,no2,2015,11.4763924603175,PA,40.4165561507937,-79.9920103174603
420033001003,no2,2015,11.2187167281673,PA,40.4148943419434,-79.9928079950799
420033001004,no2,2015,11.16328625,PA,40.4127880555556,-79.9929925
420033001005,no2,2015,10.944976056338,PA,40.4110389671362,-79.9934400625978
420033001006,no2,2015,10.8171833832335,PA,40.4088290419162,-79.9940200598802
420033102001,no2,2015,8.98933557401813,PA,40.3771649546828,-79.9122364048338
420033102002,no2,2015,8.53259239694657,PA,40.3683505343511,-79.9080305343512
420033102003,no2,2015,8.84643177981651,PA,40.3661427522936,-79.9117866055046
420033102004,no2,2015,8.14299416666667,PA,40.3738023611111,-79.9171345833333
420033102005,no2,2015,8.62092204651163,PA,40.3678714728682,-79.9178351937985
420033103001,no2,2015,8.38816519191919,PA,40.3869691919192,-79.9210438383838
420033204001,no2,2015,9.79579592838196,PA,40.382024403183,-79.991524270557
420033204002,no2,2015,10.2610924698795,PA,40.3868551204819,-79.9931831325301
420033204003,no2,2015,10.3792450694444,PA,40.3914050347222,-79.9949296875
420033206001,no2,2015,9.97950080310881,PA,40.395802417962,-80.0087525906736
420033206002,no2,2015,9.76934430643699,PA,40.3931356300997,-80.0042734360834
420033207001,no2,2015,9.92641087950748,PA,40.3852336851363,-80.0011675461741
420033207002,no2,2015,9.36542413255361,PA,40.378043079922,-79.9992228070175
420034011001,no2,2015,6.16939219649123,PA,40.646397122807,-79.7149654736842
420034011002,no2,2015,5.93239306343906,PA,40.6371466611018,-79.7076722036728
420034011003,no2,2015,6.72838122743682,PA,40.6279868832732,-79.715248977136
420034011004,no2,2015,6.81440332326284,PA,40.6336234642498,-79.7202394763343
420034012001,no2,2015,8.23080786355476,PA,40.6147926391382,-79.7216481149013
420034012002,no2,2015,7.83721899817851,PA,40.6193884335155,-79.7242111111111
420034012003,no2,2015,8.34478120092379,PA,40.611473556582,-79.7239952655889
420034012004,no2,2015,7.92101872170439,PA,40.6130126498003,-79.7333079893475
420034013001,no2,2015,7.48879931800766,PA,40.6248816091954,-79.7275924137931
